Gene	GeneName	LengthPI	TotalVariants	UniqueProteinVariants	UniqueCodingExons
7324	UBE2E1 ubiquitin conjugating enzyme E2 E1	193	4	4	8
7325	UBE2E2 ubiquitin conjugating enzyme E2 E2	201	7	6	12
7326	UBE2G1 ubiquitin conjugating enzyme E2 G1	170	1	1	5
7327	UBE2G2 ubiquitin conjugating enzyme E2 G2	165	4	3	7
728224	KRTAP4-8 keratin associated protein 4-8	185	1	1	1
7329	UBE2I ubiquitin conjugating enzyme E2 I	158	9	2	8
51527	GSKIP GSK3B interacting protein	139	5	1	2
6683	SPAST spastin	616	6	6	21
7332	UBE2L3 ubiquitin conjugating enzyme E2 L3	212	4	4	7
7334	UBE2N ubiquitin conjugating enzyme E2 N	152	3	3	9
7335	UBE2V1 ubiquitin conjugating enzyme E2 V1	170	17	8	10
7336	UBE2V2 ubiquitin conjugating enzyme E2 V2	145	4	4	7
171177	RHOV ras homolog family member V	236	1	1	3
7341	SUMO1 small ubiquitin-like modifier 1	101	3	2	6
7342	UBP1 upstream binding protein 1	540	3	2	17
7343	UBTF upstream binding transcription factor	764	16	4	24
55892	MYNN myoneurin	610	12	8	11
7345	UCHL1 ubiquitin C-terminal hydrolase L1	223	1	1	9
7347	UCHL3 ubiquitin C-terminal hydrolase L3	230	8	8	15
7348	UPK1B uroplakin 1B	260	1	1	7
7349	UCN urocortin	124	1	1	1
400566	C17orf97 chromosome 17 open reading frame 97	423	1	1	2
7351	UCP2 uncoupling protein 2	309	1	1	6
7352	UCP3 uncoupling protein 3	312	2	2	7
7353	UFD1 ubiquitin recognition factor in ER associated degradation 1	307	3	3	14
7355	SLC35A2 solute carrier family 35 member A2	421	8	8	11
7356	SCGB1A1 secretoglobin family 1A member 1	91	1	1	3
7357	UGCG UDP-glucose ceramide glucosyltransferase	394	3	3	12
7358	UGDH UDP-glucose 6-dehydrogenase	494	4	4	14
728255	KRTAP1-4 keratin associated protein 1-4	121	1	1	1
7360	UGP2 UDP-glucose pyrophosphorylase 2	508	9	3	10
100506144	TMEM35B transmembrane protein 35B	154	1	1	3
7363	UGT2B4 UDP glucuronosyltransferase family 2 member B4	392	3	3	8
7364	UGT2B7 UDP glucuronosyltransferase family 2 member B7	529	4	4	8
400581	GRAPL GRB2 related adaptor protein like	118	5	3	9
7366	UGT2B15 UDP glucuronosyltransferase family 2 member B15	530	1	1	6
7367	UGT2B17 UDP glucuronosyltransferase family 2 member B17	530	1	1	6
7368	UGT8 UDP glycosyltransferase 8	541	5	1	6
7369	UMOD uromodulin	673	10	6	15
7371	UCK2 uridine-cytidine kinase 2	261	3	3	9
7372	UMPS uridine monophosphate synthetase	480	1	1	6
728269	MAGEA9B MAGE family member A9B	315	3	1	1
7374	UNG uracil DNA glycosylase	313	2	2	8
7375	USP4 ubiquitin specific peptidase 4	963	3	3	23
7376	NR1H2 nuclear receptor subfamily 1 group H member 2	460	2	2	8
7378	UPP1 uridine phosphorylase 1	310	10	5	10
7379	UPK2 uroplakin 2	184	1	1	5
7380	UPK3A uroplakin 3A	287	2	2	6
7381	UQCRB ubiquinol-cytochrome c reductase binding protein	140	3	3	5
51550	CINP cyclin dependent kinase 2 interacting protein	212	2	2	5
7384	UQCRC1 ubiquinol-cytochrome c reductase core protein 1	480	1	1	13
7385	UQCRC2 ubiquinol-cytochrome c reductase core protein 2	453	1	1	14
7386	UQCRFS1 ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	274	1	1	2
7388	UQCRH ubiquinol-cytochrome c reductase hinge protein	91	3	3	5
7389	UROD uroporphyrinogen decarboxylase	367	3	2	12
7390	UROS uroporphyrinogen III synthase	292	10	9	16
399909	PCNX3 pecanex homolog 3	2034	10	10	45
7392	USF2 upstream transcription factor 2, c-fos interacting	346	7	7	15
55846	ITFG2 integrin alpha FG-GAP repeat containing 2	447	4	4	16
728294	D2HGDH D-2-hydroxyglutarate dehydrogenase	521	32	27	29
7399	USH2A usherin	5202	2	2	72
7401	CLRN1 clarin 1	245	4	4	8
7402	UTRN utrophin	3433	13	10	85
728299	KRTAP19-8 keratin associated protein 19-8	63	1	1	1
7404	UTY ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	1444	59	57	46
7405	UVRAG UV radiation resistance associated	699	8	8	22
259296	TAS2R50 taste 2 receptor member 50	299	1	1	1
7407	VARS valyl-tRNA synthetase	1264	4	3	30
7408	VASP vasodilator stimulated phosphoprotein	380	4	4	17
7409	VAV1 vav guanine nucleotide exchange factor 1	845	4	4	28
7410	VAV2 vav guanine nucleotide exchange factor 2	878	9	9	33
7411	VBP1 VHL binding protein 1	233	4	4	9
7412	VCAM1 vascular cell adhesion molecule 1	739	3	3	10
400629	TEX19 testis expressed 19	164	3	1	1
170463	SSBP4 single stranded DNA binding protein 4	385	13	13	29
7415	VCP valosin containing protein	806	1	1	17
7416	VDAC1 voltage dependent anion channel 1	283	5	1	10
7417	VDAC2 voltage dependent anion channel 2	309	7	3	12
7419	VDAC3 voltage dependent anion channel 3	284	3	3	10
7421	VDR vitamin D receptor	477	5	2	11
7422	VEGFA vascular endothelial growth factor A	412	20	20	12
7423	VEGFB vascular endothelial growth factor B	188	2	2	8
7424	VEGFC vascular endothelial growth factor C	419	1	1	7
7425	VGF VGF nerve growth factor inducible	615	4	1	1
7428	VHL von Hippel-Lindau tumor suppressor	213	2	2	3
7429	VIL1 villin 1	827	1	1	19
7430	EZR ezrin	586	3	2	16
7431	VIM vimentin	466	2	1	10
7432	VIP vasoactive intestinal peptide	170	4	4	7
7433	VIPR1 vasoactive intestinal peptide receptor 1	457	10	8	20
7434	VIPR2 vasoactive intestinal peptide receptor 2	438	8	8	19
7436	VLDLR very low density lipoprotein receptor	873	4	4	19
7439	BEST1 bestrophin 1	585	15	14	16
7441	VPREB1 V-set pre-B cell surrogate light chain 1	145	2	2	3
400658	C18orf65 chromosome 18 open reading frame 65	163	1	1	2
7443	VRK1 vaccinia related kinase 1	396	7	6	16
7444	VRK2 vaccinia related kinase 2	508	24	7	18
23086	EXPH5 exophilin 5	1982	16	7	9
7447	VSNL1 visinin like 1	191	1	1	3
7448	VTN vitronectin	478	1	1	8
7450	VWF von Willebrand factor	2813	1	1	51
285231	FBXW12 F-box and WD repeat domain containing 12	464	4	3	14
400668	PRSS57 serine protease 57	283	2	2	6
7453	WARS tryptophanyl-tRNA synthetase	471	12	2	11
7454	WAS Wiskott-Aldrich syndrome	502	3	3	16
7455	ZAN zonadhesin (gene/pseudogene)	2812	4	4	56
7456	WIPF1 WAS/WASL interacting protein family member 1	503	3	1	7
400673	VMAC vimentin type intermediate filament associated coiled-coil protein	169	1	1	2
7458	EIF4H eukaryotic translation initiation factor 4H	248	4	4	10
7461	CLIP2 CAP-Gly domain containing linker protein 2	1046	2	2	16
7462	LAT2 linker for activation of T cells family member 2	243	4	1	11
55857	KIZ kizuna centrosomal protein	673	12	12	20
7464	CORO2A coronin 2A	525	3	1	11
7465	WEE1 WEE1 G2 checkpoint kinase	646	2	2	11
7466	WFS1 wolframin ER transmembrane glycoprotein	890	3	2	9
7468	NSD2 nuclear receptor binding SET domain protein 2	1365	14	5	25
7469	NELFA negative elongation factor complex member A	539	2	2	14
7471	WNT1 Wnt family member 1	370	1	1	4
7472	WNT2 Wnt family member 2	360	1	1	5
7473	WNT3 Wnt family member 3	355	1	1	4
7474	WNT5A Wnt family member 5A	380	10	3	6
7475	WNT6 Wnt family member 6	365	1	1	4
7476	WNT7A Wnt family member 7A	349	2	2	5
7477	WNT7B Wnt family member 7B	349	2	2	6
7478	WNT8A Wnt family member 8A	386	7	7	14
7479	WNT8B Wnt family member 8B	351	1	1	6
7480	WNT10B Wnt family member 10B	389	4	3	7
100506164	HSFX1 heat shock transcription factor family, X-linked 1	423	1	1	2
7482	WNT2B Wnt family member 2B	372	3	3	7
7483	WNT9A Wnt family member 9A	365	2	2	5
7484	WNT9B Wnt family member 9B	329	3	3	7
7485	WRB tryptophan rich basic protein	174	2	2	5
7486	WRN Werner syndrome RecQ like helicase	1432	3	3	35
285237	C3orf38 chromosome 3 open reading frame 38	329	2	2	5
7490	WT1 Wilms tumor 1	517	5	5	12
55862	ECHDC1 ethylmalonyl-CoA decarboxylase 1	307	12	8	9
7494	XBP1 X-box binding protein 1	376	2	2	7
55697	VAC14 Vac14, PIKFYVE complex component	782	8	8	27
728392	LOC728392 uncharacterized LOC728392	119	1	1	1
400713	ZNF880 zinc finger protein 880	577	2	1	6
7498	XDH xanthine dehydrogenase	1333	3	3	41
7499	XG Xg blood group	195	6	6	15
7504	XK X-linked Kx blood group	444	2	2	5
23096	IQSEC2 IQ motif and Sec7 domain 2	1488	15	15	30
7507	XPA XPA, DNA damage recognition and repair factor	273	3	3	11
7508	XPC XPC complex subunit, DNA damage recognition and repair factor	940	2	2	18
51533	PHF7 PHD finger protein 7	381	5	3	11
7511	XPNPEP1 X-prolyl aminopeptidase 1	695	13	11	24
7512	XPNPEP2 X-prolyl aminopeptidase 2	674	1	1	21
7514	XPO1 exportin 1	1071	7	5	25
7515	XRCC1 X-ray repair cross complementing 1	633	1	1	17
7516	XRCC2 X-ray repair cross complementing 2	280	1	1	3
7517	XRCC3 X-ray repair cross complementing 3	346	5	1	8
7518	XRCC4 X-ray repair cross complementing 4	336	9	6	12
7520	XRCC5 X-ray repair cross complementing 5	732	1	1	21
23099	ZBTB43 zinc finger and BTB domain containing 43	467	5	1	1
55898	UNC45A unc-45 myosin chaperone A	944	9	4	25
7525	YES1 YES proto-oncogene 1, Src family tyrosine kinase	543	3	2	11
94097	SFXN5 sideroflexin 5	340	20	19	26
7528	YY1 YY1 transcription factor	414	1	1	5
7529	YWHAB tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	246	4	2	7
400746	NCMAP non-compact myelin associated protein	102	3	1	4
7531	YWHAE tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	255	3	3	8
7532	YWHAG tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	247	1	1	2
7533	YWHAH tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	246	1	1	2
7534	YWHAZ tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	245	12	3	11
7535	ZAP70 zeta chain of T cell receptor associated protein kinase 70	619	6	6	21
7536	SF1 splicing factor 1	638	19	16	25
7538	ZFP36 ZFP36 ring finger protein	332	1	1	2
7539	ZFP37 ZFP37 zinc finger protein	645	3	3	6
7541	ZBTB14 zinc finger and BTB domain containing 14	449	4	1	2
7542	ZFPL1 zinc finger protein like 1	310	1	1	7
7543	ZFX zinc finger protein, X-linked	805	28	9	11
7544	ZFY zinc finger protein, Y-linked	801	10	5	8
7545	ZIC1 Zic family member 1	447	1	1	3
7546	ZIC2 Zic family member 2	532	2	2	5
100507003	GFY golgi associated olfactory signaling regulator	518	2	1	5
171389	NLRP6 NLR family pyrin domain containing 6	892	5	5	14
7551	ZNF3 zinc finger protein 3	446	13	5	7
171392	ZNF675 zinc finger protein 675	568	3	3	8
7553	ZNF7 zinc finger protein 7	697	18	11	10
7554	ZNF8 zinc finger protein 8	575	1	1	4
7555	CNBP CCHC-type zinc finger nucleic acid binding protein	179	6	6	7
7556	ZNF10 zinc finger protein 10	573	1	1	4
7559	ZNF12 zinc finger protein 12	659	2	2	6
165100	TEX44 testis expressed 44	395	1	1	1
7562	ZNF708 zinc finger protein 708	563	7	5	10
94103	ORMDL3 ORMDL sphingolipid biosynthesis regulator 3	153	8	2	7
7564	ZNF16 zinc finger protein 16	682	5	2	3
7565	ZNF17 zinc finger protein 17	662	2	2	4
7566	ZNF18 zinc finger protein 18	549	10	2	9
138639	PTPDC1 protein tyrosine phosphatase domain containing 1	808	10	5	13
7568	ZNF20 zinc finger protein 20	532	2	2	5
7569	ZNF182 zinc finger protein 182	639	3	2	5
7570	ZNF22 zinc finger protein 22	224	1	1	1
100507027	MRLN myoregulin	46	2	1	1
7572	ZNF24 zinc finger protein 24	368	3	2	5
84269	CHCHD5 coiled-coil-helix-coiled-coil-helix domain containing 5	110	4	3	6
7574	ZNF26 zinc finger protein 26	566	10	6	8
7576	ZNF28 zinc finger protein 28	718	3	2	5
400793	C1orf226 chromosome 1 open reading frame 226	315	2	2	5
64863	METTL4 methyltransferase like 4	472	5	5	10
7579	ZSCAN20 zinc finger and SCAN domain containing 20	1043	9	5	9
7580	ZNF32 zinc finger protein 32	277	8	3	5
7581	ZNF33A zinc finger protein 33A	832	20	10	14
7582	ZNF33B zinc finger protein 33B	785	8	3	5
137797	LYPD2 LY6/PLAUR domain containing 2	125	1	1	3
7584	ZNF35 zinc finger protein 35	527	4	1	5
171425	CLYBL citrate lyase beta like	340	9	3	9
7586	ZKSCAN1 zinc finger with KRAB and SCAN domains 1	563	5	4	8
7587	ZNF37A zinc finger protein 37A	561	31	7	12
7589	ZSCAN21 zinc finger and SCAN domain containing 21	473	5	2	6
1265	CNN2 calponin 2	330	4	4	9
7592	ZNF41 zinc finger protein 41	821	30	8	12
728489	DNLZ DNL-type zinc finger	178	1	1	3
7594	ZNF43 zinc finger protein 43	818	19	4	7
23111	SPART spartin	666	9	1	9
7596	ZNF45 zinc finger protein 45	682	19	2	7
7597	ZBTB25 zinc finger and BTB domain containing 25	435	20	10	17
100507055	LRCOL1 leucine rich colipase like 1	159	8	5	8
388272	C16orf87 chromosome 16 open reading frame 87	154	1	1	4
400823	FAM177B family with sequence similarity 177 member B	158	9	4	11
204219	CERS3 ceramide synthase 3	394	10	2	11
400830	DEFB132 defensin beta 132	95	1	1	2
400831	C20orf202 chromosome 20 open reading frame 202	122	1	1	2
54810	GIPC2 GIPC PDZ domain containing family member 2	315	2	2	7
399947	C11orf87 chromosome 11 open reading frame 87	197	3	2	3
7620	ZNF69 zinc finger protein 69	163	4	4	8
7621	ZNF70 zinc finger protein 70	446	1	1	1
399948	COLCA1 colorectal cancer associated 1	124	6	1	1
7626	ZNF75D zinc finger protein 75D	510	11	8	9
7627	ZNF75A zinc finger protein 75a	537	10	6	10
7629	ZNF76 zinc finger protein 76	570	19	13	19
6733	SRPK2 SRSF protein kinase 2	699	16	11	28
7633	ZNF79 zinc finger protein 79	498	6	3	6
7634	ZNF80 zinc finger protein 80	273	6	1	4
23360	FNBP4 formin binding protein 4	1019	2	2	18
7637	ZNF84 zinc finger protein 84	738	7	1	7
7638	ZNF221 zinc finger protein 221	617	5	2	6
7639	ZNF85 zinc finger protein 85	625	7	7	9
100507096	GIMD1 GIMAP family P-loop NTPase domain containing 1	217	2	2	5
171482	FAM9A family with sequence similarity 9 member A	332	2	1	8
7643	ZNF90 zinc finger protein 90	601	1	1	4
138716	RPP25L ribonuclease P/MRP subunit p25 like	163	2	1	1
23120	ATP10B ATPase phospholipid transporting 10B (putative)	1461	7	4	24
138724	C9orf131 chromosome 9 open reading frame 131	1031	5	5	6
55889	GOLGA6B golgin A6 family member B	693	2	2	25
23122	CLASP2 cytoplasmic linker associated protein 2	1515	51	51	49
285267	ZNF619 zinc finger protein 619	616	8	7	9
728568	C12orf73 chromosome 12 open reading frame 73	71	4	2	8
7673	ZNF222 zinc finger protein 222	491	6	6	8
400891	LRRC74B leucine rich repeat containing 74B	392	7	4	12
7678	ZNF124 zinc finger protein 124	351	8	8	10
23125	CAMTA2 calmodulin binding transcription activator 2	1241	11	11	32
728577	CNTNAP3B contactin associated protein like 3B	1288	1	1	24
137814	NKX2-6 NK2 homeobox 6	301	1	1	2
728586	CCDC192 coiled-coil domain containing 192	292	10	9	16
7691	ZNF132 zinc finger protein 132	706	1	1	3
7692	ZNF133 zinc finger protein 133	671	41	16	12
7693	ZNF134 zinc finger protein 134	427	1	1	2
7694	ZNF135 zinc finger protein 135	390	13	10	17
728591	CCDC169 coiled-coil domain containing 169	241	7	5	10
7697	ZNF138 zinc finger protein 138	126	7	7	6
7699	ZNF140 zinc finger protein 140	457	15	7	9
400916	CHCHD10 coiled-coil-helix-coiled-coil-helix domain containing 10	149	2	2	5
728597	DCDC2C doublecortin domain containing 2C	364	7	7	17
7702	ZNF143 zinc finger protein 143	638	12	9	20
7703	PCGF2 polycomb group ring finger 2	344	5	1	11
7704	ZBTB16 zinc finger and BTB domain containing 16	673	6	2	8
7705	ZNF146 zinc finger protein 146	292	8	1	2
7706	TRIM25 tripartite motif containing 25	630	1	1	9
7707	ZNF148 zinc finger protein 148	794	1	1	6
7709	ZBTB17 zinc finger and BTB domain containing 17	810	13	8	16
7710	ZNF154 zinc finger protein 154	437	1	1	3
7711	ZNF155 zinc finger protein 155	549	9	4	6
7712	ZNF157 zinc finger protein 157	506	1	1	4
7716	VEZF1 vascular endothelial zinc finger 1	521	5	4	10
171558	PTCRA pre T cell antigen receptor alpha	256	4	4	7
400935	IL17REL interleukin 17 receptor E like	336	3	3	16
51334	PRR16 proline rich 16	304	7	4	5
728621	CCDC30 coiled-coil domain containing 30	783	8	4	17
7726	TRIM26 tripartite motif containing 26	539	10	2	9
138799	OR13C5 olfactory receptor family 13 subfamily C member 5	318	1	1	1
7728	ZNF175 zinc finger protein 175	711	2	2	6
7730	ZNF177 zinc finger protein 177	481	2	2	6
138803	OR13C3 olfactory receptor family 13 subfamily C member 3	347	1	1	1
138804	OR13C4 olfactory receptor family 13 subfamily C member 4	318	1	1	1
138805	OR13F1 olfactory receptor family 13 subfamily F member 1	319	1	1	1
400950	C2orf91 chromosome 2 open reading frame 91	131	2	2	5
7737	RNF113A ring finger protein 113A	343	1	1	1
7738	ZNF184 zinc finger protein 184	751	5	2	7
728635	DHRS4L1 dehydrogenase/reductase 4 like 1	150	2	2	9
7741	ZSCAN26 zinc finger and SCAN domain containing 26	479	12	6	8
7743	ZNF189 zinc finger protein 189	85	10	6	8
7745	ZKSCAN8 zinc finger with KRAB and SCAN domains 8	578	8	2	7
7746	ZSCAN9 zinc finger and SCAN domain containing 9	445	7	5	8
100507203	SMLR1 small leucine rich protein 1	107	1	1	2
7748	ZNF195 zinc finger protein 195	629	22	17	12
7750	ZMYM2 zinc finger MYM-type containing 2	1377	20	9	33
23137	SMC5 structural maintenance of chromosomes 5	1101	8	8	28
7752	ZNF200 zinc finger protein 200	395	11	4	7
7753	ZNF202 zinc finger protein 202	648	14	2	7
7755	ZNF205 zinc finger protein 205	554	4	1	7
7756	ZNF207 zinc finger protein 207	494	6	5	16
7757	ZNF208 zinc finger protein 208	1280	2	2	7
728656	DMRTC1B DMRT like family C1B	192	4	1	6
7761	ZNF214 zinc finger protein 214	606	8	3	7
7762	ZNF215 zinc finger protein 215	517	2	1	5
6755	SSTR5 somatostatin receptor 5	364	2	1	2
7764	ZNF217 zinc finger protein 217	1048	5	2	6
728661	SLC35E2B solute carrier family 35 member E2B	405	3	2	9
7766	ZNF223 zinc finger protein 223	482	4	2	6
7767	ZNF224 zinc finger protein 224	707	3	1	5
7768	ZNF225 zinc finger protein 225	706	5	2	4
7769	ZNF226 zinc finger protein 226	803	17	3	6
400986	ANKRD36C ankyrin repeat domain 36C	2144	1	1	88
7771	ZNF112 zinc finger protein 112	913	2	2	4
7772	ZNF229 zinc finger protein 229	825	5	4	5
7773	ZNF230 zinc finger protein 230	474	1	1	4
219749	ZNF25 zinc finger protein 25	456	11	3	8
7776	ZNF236 zinc finger protein 236	1847	7	6	39
7779	SLC30A1 solute carrier family 30 member 1	507	1	1	2
7780	SLC30A2 solute carrier family 30 member 2	372	2	2	8
7781	SLC30A3 solute carrier family 30 member 3	383	12	10	16
7782	SLC30A4 solute carrier family 30 member 4	429	6	3	11
7783	ZP2 zona pellucida glycoprotein 2	745	3	3	23
7784	ZP3 zona pellucida glycoprotein 3	424	3	3	9
7786	MAP3K12 mitogen-activated protein kinase kinase kinase 12	859	7	3	15
154215	NKAIN2 sodium/potassium transporting ATPase interacting 2	208	10	10	14
7789	ZXDA zinc finger, X-linked, duplicated A	799	1	1	1
7791	ZYX zyxin	572	4	3	11
728689	EIF3CL eukaryotic translation initiation factor 3 subunit C like	914	5	3	23
55907	CMAS cytidine monophosphate N-acetylneuraminic acid synthetase	434	1	1	8
7798	LUZP1 leucine zipper protein 1	1076	5	1	3
23145	SSPO SCO-spondin	5147	1	1	102
1300	COL10A1 collagen type X alpha 1 chain	680	6	1	4
7802	DNALI1 dynein axonemal light intermediate chain 1	280	2	2	7
7803	PTP4A1 protein tyrosine phosphatase type IVA, member 1	173	6	2	7
7804	LRP8 LDL receptor related protein 8	963	16	15	26
7805	LAPTM5 lysosomal protein transmembrane 5	262	2	2	10
401024	FSIP2 fibrous sheath interacting protein 2	6907	1	1	23
138881	OR1L8 olfactory receptor family 1 subfamily L member 8	309	4	1	3
138882	OR1N2 olfactory receptor family 1 subfamily N member 2	330	1	1	1
401027	C2orf66 chromosome 2 open reading frame 66	117	1	1	2
7812	CSDE1 cold shock domain containing E1	844	6	4	19
7813	EVI5 ecotropic viral integration site 5	821	22	18	30
23148	NACAD NAC alpha domain containing	1562	2	2	12
7818	DAP3 death associated protein 3	398	18	7	13
728715	LOC728715 ovostatin homolog 2	186	1	1	5
401036	ASB18 ankyrin repeat and SOCS box containing 18	466	1	1	6
55917	CTTNBP2NL CTTNBP2 N-terminal like	639	3	1	5
401040	LOC401040 uncharacterized LOC401040	196	1	1	2
7827	NPHS2 NPHS2, podocin	383	5	5	11
7832	BTG2 BTG anti-proliferation factor 2	158	1	1	2
100507290	ZNF865 zinc finger protein 865	1059	1	1	1
7837	PXDN peroxidasin	1479	4	3	24
7840	ALMS1 ALMS1, centrosome and basal body associated protein	4168	1	1	23
7841	MOGS mannosyl-oligosaccharide glucosidase	837	4	3	6
7844	RNF103 ring finger protein 103	681	3	3	6
7846	TUBA1A tubulin alpha 1a	451	3	2	5
645745	MT1HL1 metallothionein 1H like 1	61	1	1	1
7849	PAX8 paired box 8	450	11	11	16
7850	IL1R2 interleukin 1 receptor type 2	398	11	9	18
7851	MALL mal, T cell differentiation protein like	153	2	2	5
7852	CXCR4 C-X-C motif chemokine receptor 4	352	2	2	3
23154	NCDN neurochondrin	729	3	2	8
5717	PSMD11 proteasome 26S subunit, non-ATPase 11	422	2	1	14
7855	FZD5 frizzled class receptor 5	585	1	1	1
7857	SCG2 secretogranin II	617	1	1	1
7862	BRPF1 bromodomain and PHD finger containing 1	1220	9	8	17
7866	IFRD2 interferon related developmental regulator 2	506	1	1	12
728763	CROCC2 ciliary rootlet coiled-coil, rootletin family member 2	1864	1	1	32
7869	SEMA3B semaphorin 3B	754	6	4	20
7871	SLMAP sarcolemma associated protein	828	52	47	29
401089	FOXL2NB FOXL2 neighbor	175	2	2	6
7874	USP7 ubiquitin specific peptidase 7	1102	6	6	35
7879	RAB7A RAB7A, member RAS oncogene family	207	1	1	5
7881	KCNAB1 potassium voltage-gated channel subfamily A member regulatory beta subunit 1	419	12	10	25
